OrderID,CustomerID,OrderDate,ShippedDate,OrderStatus,ShippingMethod,ShippingCity,ShippingCountry,OrderTotal
ORD00221,CUST0364,2024-10-07T18:37:33.439714,,Processing,Standard,Denver,Spain,1342.95
ORD00222,CUST0116,2024-10-07T03:13:57.439714,,Pending,Express,Philadelphia,Italy,6566.29
ORD00223,CUST0291,2025-10-18T17:27:42.439714,2025-11-01T17:27:42.439714,Delivered,Express,Austin,Spain,8541.56
ORD00224,CUST0363,2023-10-16T15:48:59.439714,2023-10-30T15:48:59.439714,Delivered,Economy,Philadelphia,France,10808.75
ORD00225,CUST0656,2023-07-29T16:16:07.439714,2023-08-09T16:16:07.439714,Delivered,Next-Day,Washington,Spain,7897.18
ORD00226,CUST0393,2025-07-14T05:31:24.439714,2025-07-19T05:31:24.439714,Delivered,Economy,New York,France,4705.69
ORD00227,CUST0464,2024-11-27T18:19:33.439714,,Processing,Economy,New York,United Kingdom,575.52
ORD00228,CUST0575,2025-07-14T08:30:15.439714,2025-07-17T08:30:15.439714,Shipped,Express,Jacksonville,Sweden,7774.81
ORD00229,CUST0779,2024-08-19T07:02:16.439714,2024-08-31T07:02:16.439714,Shipped,Express,New York,Netherlands,8914.76
ORD00230,CUST0991,2025-03-12T07:32:49.439714,2025-03-18T07:32:49.439714,Shipped,Express,Washington,USA,3137.68
ORD00231,CUST0902,2025-09-28T00:22:29.439714,,Cancelled,Economy,San Francisco,United Kingdom,3519.44
ORD00232,CUST0771,2025-10-25T01:28:37.439714,2025-11-03T01:28:37.439714,Delivered,Standard,Columbus,USA,9079.63
ORD00233,CUST0639,2025-07-09T12:06:19.439714,2025-07-12T12:06:19.439714,Shipped,Express,Houston,Sweden,7604.02
ORD00234,CUST0918,2024-12-20T15:23:44.439714,2024-12-27T15:23:44.439714,Delivered,Express,San Antonio,Spain,2942.52
ORD00235,CUST0111,2024-02-11T13:53:44.439714,2024-02-16T13:53:44.439714,Shipped,Economy,New York,Australia,9604.59
ORD00236,CUST0192,2024-08-31T06:35:11.439714,2024-09-02T06:35:11.439714,Delivered,Next-Day,Seattle,Netherlands,5237.92
ORD00237,CUST0097,2024-11-15T13:01:29.439714,2024-11-22T13:01:29.439714,Delivered,Standard,Philadelphia,Australia,9738.63
ORD00238,CUST0929,2024-10-01T11:19:13.439714,2024-10-15T11:19:13.439714,Shipped,Express,Dallas,Canada,287.76
ORD00239,CUST0632,2025-04-28T00:05:14.439714,2025-05-06T00:05:14.439714,Shipped,Standard,San Antonio,France,2680.74
ORD00240,CUST0281,2024-05-27T12:43:36.439714,2024-06-10T12:43:36.439714,Delivered,Economy,Chicago,Italy,4964.22
ORD00241,CUST0774,2025-06-26T17:04:18.439714,2025-07-05T17:04:18.439714,Delivered,Standard,Indianapolis,United Kingdom,5554.45
ORD00242,CUST0717,2024-12-01T18:36:27.439714,2024-12-12T18:36:27.439714,Shipped,Standard,Seattle,Netherlands,2599.96
ORD00243,CUST0980,2025-04-16T01:38:37.439714,2025-04-24T01:38:37.439714,Shipped,Express,Houston,France,1043.26
ORD00244,CUST0082,2025-09-30T17:33:21.439714,2025-10-06T17:33:21.439714,Shipped,Standard,San Diego,Australia,1002.70
ORD00245,CUST0638,2025-02-16T21:55:07.439714,2025-02-24T21:55:07.439714,Delivered,Next-Day,Seattle,Spain,6716.84
ORD00246,CUST0632,2025-10-16T06:53:58.439714,2025-10-27T06:53:58.439714,Delivered,Express,Denver,Spain,996.33
ORD00247,CUST0714,2025-07-19T21:33:25.439714,2025-07-25T21:33:25.439714,Delivered,Economy,Denver,France,8473.70
ORD00248,CUST0706,2025-07-22T12:05:22.439714,2025-07-29T12:05:22.439714,Shipped,Next-Day,Austin,USA,3187.25
ORD00249,CUST0114,2023-10-15T04:58:19.439714,,Processing,Express,Los Angeles,Italy,6999.03
ORD00250,CUST0370,2024-01-06T09:00:35.439714,2024-01-19T09:00:35.439714,Delivered,Standard,Jacksonville,Canada,7653.19
ORD00251,CUST0073,2025-08-12T06:01:05.439714,2025-08-15T06:01:05.439714,Shipped,Standard,San Diego,Sweden,526.38
ORD00252,CUST0551,2025-11-06T14:05:33.439714,2025-11-20T14:05:33.439714,Delivered,Economy,San Antonio,Spain,2607.85
ORD00253,CUST0322,2024-04-19T14:46:32.439714,,Cancelled,Express,Houston,Netherlands,5933.36
ORD00254,CUST0594,2024-11-19T13:21:14.439714,2024-11-26T13:21:14.439714,Shipped,Standard,Fort Worth,Italy,2971.41
ORD00255,CUST0008,2024-03-16T06:04:05.439714,2024-03-18T06:04:05.439714,Delivered,Next-Day,Phoenix,France,2469.13
ORD00256,CUST0544,2025-07-14T12:09:19.439714,,Processing,Next-Day,Fort Worth,Spain,3044.74
ORD00257,CUST0699,2025-09-03T20:04:18.439714,2025-09-17T20:04:18.439714,Delivered,Economy,Columbus,Italy,140.72
ORD00258,CUST0421,2023-10-17T13:42:04.439714,2023-10-24T13:42:04.439714,Delivered,Next-Day,Philadelphia,USA,9488.05
ORD00259,CUST0840,2024-07-20T08:40:03.439714,2024-07-27T08:40:03.439714,Shipped,Next-Day,San Francisco,Italy,1701.44
ORD00260,CUST0349,2025-08-05T23:48:35.439714,2025-08-07T23:48:35.439714,Delivered,Next-Day,Austin,Germany,9562.53
ORD00261,CUST0197,2025-10-02T17:49:48.439714,2025-10-12T17:49:48.439714,Delivered,Standard,Columbus,United Kingdom,9006.32
ORD00262,CUST0249,2025-02-21T08:34:26.439714,2025-02-27T08:34:26.439714,Delivered,Economy,Phoenix,United Kingdom,15117.42
ORD00263,CUST0789,2025-04-13T13:39:57.439714,2025-04-20T13:39:57.439714,Delivered,Standard,Houston,Spain,7120.51
ORD00264,CUST0648,2025-11-11T06:20:34.439714,2025-11-22T06:20:34.439714,Delivered,Express,Los Angeles,USA,7749.38
ORD00265,CUST0712,2025-05-06T08:20:19.439714,2025-05-10T08:20:19.439714,Delivered,Standard,Philadelphia,United Kingdom,10758.37
ORD00266,CUST0302,2023-11-17T04:42:33.439714,2023-12-01T04:42:33.439714,Delivered,Economy,San Francisco,Italy,5630.31
ORD00267,CUST0319,2025-05-17T13:32:35.439714,2025-05-21T13:32:35.439714,Delivered,Standard,Fort Worth,USA,6576.52
ORD00268,CUST0107,2025-09-13T03:25:44.439714,2025-09-17T03:25:44.439714,Shipped,Standard,Chicago,Australia,11586.92
ORD00269,CUST0933,2025-03-11T01:50:41.439714,2025-03-17T01:50:41.439714,Shipped,Economy,Los Angeles,USA,496.40
ORD00270,CUST0779,2025-04-04T09:51:39.439714,,Processing,Economy,San Francisco,Italy,11861.27
ORD00271,CUST0573,2024-05-23T19:43:32.439714,2024-05-28T19:43:32.439714,Delivered,Express,Denver,Sweden,8224.00
ORD00272,CUST0904,2025-08-20T19:25:58.439714,2025-08-29T19:25:58.439714,Delivered,Standard,Dallas,Italy,5557.65
ORD00273,CUST0139,2025-08-12T05:23:10.439714,2025-08-20T05:23:10.439714,Delivered,Express,Columbus,Canada,6112.52
ORD00274,CUST0151,2025-11-08T02:17:25.439714,2025-11-11T02:17:25.439714,Delivered,Standard,San Antonio,Netherlands,5029.57
ORD00275,CUST0258,2024-04-03T08:36:46.439714,2024-04-16T08:36:46.439714,Delivered,Economy,Austin,Germany,3733.63
ORD00276,CUST0441,2024-09-22T01:07:50.439714,2024-10-05T01:07:50.439714,Delivered,Economy,Seattle,USA,6122.38
ORD00277,CUST0473,2025-06-26T21:40:27.439714,,Cancelled,Express,Jacksonville,France,4470.14
ORD00278,CUST0971,2025-04-20T10:57:56.439714,2025-04-24T10:57:56.439714,Shipped,Standard,Seattle,Germany,6216.88
ORD00279,CUST0516,2025-01-28T12:30:20.439714,2025-02-03T12:30:20.439714,Shipped,Next-Day,Los Angeles,USA,6194.65
ORD00280,CUST0693,2025-11-01T05:51:54.439714,2025-11-09T05:51:54.439714,Shipped,Next-Day,San Jose,Italy,1065.29
ORD00281,CUST0347,2023-12-11T07:04:54.439714,2023-12-16T07:04:54.439714,Delivered,Standard,Houston,United Kingdom,3821.68
ORD00282,CUST0968,2024-07-27T04:06:01.439714,2024-07-31T04:06:01.439714,Delivered,Economy,San Jose,Netherlands,2346.50
ORD00283,CUST0630,2025-08-27T05:07:33.439714,2025-09-08T05:07:33.439714,Delivered,Standard,Charlotte,Italy,5224.30
ORD00284,CUST0923,2025-10-28T22:52:14.439714,2025-11-05T22:52:14.439714,Delivered,Express,San Jose,United Kingdom,6303.50
ORD00285,CUST0502,2025-06-26T09:53:24.439714,,Processing,Economy,Philadelphia,Canada,634.95
ORD00286,CUST0920,2025-08-07T17:29:10.439714,2025-08-14T17:29:10.439714,Delivered,Standard,Chicago,Sweden,8806.09
ORD00287,CUST0803,2025-09-07T08:24:44.439714,2025-09-12T08:24:44.439714,Delivered,Next-Day,Austin,Germany,2281.80
ORD00288,CUST0034,2024-11-26T22:29:57.439714,,Cancelled,Express,Austin,Netherlands,2143.25
ORD00289,CUST0516,2024-04-24T17:17:05.439714,2024-04-30T17:17:05.439714,Delivered,Express,Austin,Germany,12071.68
ORD00290,CUST0903,2025-01-27T19:21:23.439714,,Pending,Standard,Indianapolis,Canada,9079.52
ORD00291,CUST0733,2024-11-10T12:19:10.439714,2024-11-19T12:19:10.439714,Shipped,Next-Day,Indianapolis,Canada,836.40
ORD00292,CUST0863,2025-05-29T09:35:47.439714,,Cancelled,Next-Day,Dallas,France,9157.58
ORD00293,CUST0939,2025-02-03T15:03:01.439714,2025-02-09T15:03:01.439714,Shipped,Standard,Seattle,Germany,3471.63
ORD00294,CUST0840,2025-07-03T20:35:57.439714,2025-07-10T20:35:57.439714,Delivered,Economy,Washington,Sweden,8200.56
ORD00295,CUST0223,2025-08-02T15:00:21.439714,2025-08-15T15:00:21.439714,Delivered,Standard,New York,Australia,4788.93
ORD00296,CUST0247,2025-09-01T07:32:22.439714,2025-09-05T07:32:22.439714,Shipped,Next-Day,Seattle,Spain,5863.89
ORD00297,CUST0824,2025-04-09T16:28:07.439714,2025-04-20T16:28:07.439714,Shipped,Express,Washington,USA,4361.68
ORD00298,CUST0314,2024-07-18T19:48:53.439714,2024-07-27T19:48:53.439714,Delivered,Express,San Francisco,Canada,5032.36
ORD00299,CUST0281,2025-04-19T15:42:10.439714,,Processing,Economy,San Diego,USA,15626.21
ORD00300,CUST0830,2023-09-25T10:04:44.439714,,Cancelled,Economy,Dallas,United Kingdom,6063.00
ORD00301,CUST0275,2023-09-12T15:28:47.439714,2023-09-17T15:28:47.439714,Delivered,Express,Denver,Italy,2101.86
ORD00302,CUST0167,2025-07-05T15:51:22.439714,,Processing,Standard,Phoenix,Canada,10845.99
ORD00303,CUST0662,2025-11-04T18:42:55.439714,,Pending,Express,Denver,Germany,8844.39
ORD00304,CUST0177,2025-11-02T12:47:04.439714,2025-11-12T12:47:04.439714,Delivered,Express,Philadelphia,United Kingdom,30.02
ORD00305,CUST0125,2025-06-11T07:45:52.439714,,Pending,Express,Philadelphia,USA,14420.25
ORD00306,CUST0017,2025-10-11T14:05:21.439714,2025-10-24T14:05:21.439714,Shipped,Economy,Columbus,Spain,2636.42
ORD00307,CUST0118,2023-06-09T17:01:12.439714,2023-06-11T17:01:12.439714,Shipped,Economy,Fort Worth,Canada,2684.76
ORD00308,CUST0012,2025-06-25T05:36:15.439714,2025-06-28T05:36:15.439714,Delivered,Express,Jacksonville,Spain,4875.49
ORD00309,CUST0816,2024-05-18T05:35:18.439714,,Pending,Express,Seattle,France,4445.82
ORD00310,CUST0951,2024-10-02T21:17:39.439714,,Processing,Standard,Denver,Netherlands,66.42
ORD00311,CUST0774,2024-01-05T11:09:29.439714,2024-01-19T11:09:29.439714,Shipped,Economy,Seattle,United Kingdom,5522.35
ORD00312,CUST0200,2025-02-01T09:11:52.439714,2025-02-07T09:11:52.439714,Shipped,Next-Day,Houston,USA,7023.66
ORD00313,CUST0004,2023-09-29T01:38:03.439714,2023-10-12T01:38:03.439714,Delivered,Standard,Charlotte,Spain,2922.40
ORD00314,CUST0938,2024-05-12T08:41:42.439714,2024-05-14T08:41:42.439714,Shipped,Next-Day,Austin,Sweden,3951.12
ORD00315,CUST0389,2025-06-09T01:22:26.439714,2025-06-12T01:22:26.439714,Shipped,Standard,Columbus,Spain,7157.51
ORD00316,CUST0996,2024-10-06T05:11:37.439714,2024-10-14T05:11:37.439714,Shipped,Standard,New York,Spain,12333.29
ORD00317,CUST0939,2025-02-21T11:57:01.439714,2025-02-27T11:57:01.439714,Delivered,Standard,San Diego,France,2821.04
ORD00318,CUST0002,2024-11-27T07:44:29.439714,2024-12-07T07:44:29.439714,Shipped,Economy,Washington,Sweden,2019.41
ORD00319,CUST0276,2025-10-06T01:45:17.439714,,Pending,Standard,Jacksonville,Netherlands,4410.64
ORD00320,CUST0779,2024-07-12T14:43:57.439714,2024-07-20T14:43:57.439714,Shipped,Express,San Jose,Netherlands,1060.83
ORD00321,CUST0145,2025-09-26T15:12:06.439714,2025-10-06T15:12:06.439714,Delivered,Economy,Philadelphia,Spain,2884.57
ORD00322,CUST0622,2025-10-10T13:44:01.439714,,Pending,Express,Seattle,Spain,6618.51
ORD00323,CUST0572,2025-11-10T22:26:40.439714,2025-11-20T22:26:40.439714,Delivered,Standard,San Francisco,Netherlands,12467.01
ORD00324,CUST0699,2025-10-14T20:54:36.439714,2025-10-28T20:54:36.439714,Delivered,Next-Day,New York,Australia,11462.79
ORD00325,CUST0823,2025-10-03T11:51:52.439714,,Processing,Economy,Chicago,Sweden,8530.31
ORD00326,CUST0466,2025-09-02T11:47:29.439714,2025-09-04T11:47:29.439714,Delivered,Express,Phoenix,USA,1273.83
ORD00327,CUST0966,2025-01-16T11:17:15.439714,2025-01-20T11:17:15.439714,Shipped,Next-Day,Charlotte,Netherlands,4392.99
ORD00328,CUST0592,2025-04-29T18:46:46.439714,2025-05-03T18:46:46.439714,Shipped,Next-Day,Chicago,Netherlands,323.57
ORD00329,CUST0876,2022-12-04T19:52:19.439714,2022-12-18T19:52:19.439714,Delivered,Next-Day,Phoenix,Canada,4689.89
ORD00330,CUST0803,2025-09-21T17:05:38.439714,2025-09-28T17:05:38.439714,Shipped,Next-Day,Houston,Italy,1563.78
ORD00331,CUST0499,2025-07-03T15:54:38.439714,2025-07-09T15:54:38.439714,Delivered,Express,San Francisco,France,16344.60
ORD00332,CUST0395,2025-10-29T14:00:01.439714,2025-11-02T14:00:01.439714,Delivered,Standard,Seattle,Netherlands,1100.02
ORD00333,CUST0149,2024-02-14T15:03:59.439714,2024-02-17T15:03:59.439714,Delivered,Economy,Phoenix,Spain,8744.20
ORD00334,CUST0273,2025-10-15T14:14:13.439714,,Processing,Economy,Austin,Netherlands,3053.45
ORD00335,CUST0602,2025-01-07T22:09:51.439714,,Pending,Next-Day,Jacksonville,France,1878.67
ORD00336,CUST0939,2024-02-16T02:28:21.439714,2024-02-19T02:28:21.439714,Delivered,Next-Day,San Jose,Australia,1252.60
ORD00337,CUST0498,2023-03-16T09:11:45.439714,2023-03-23T09:11:45.439714,Shipped,Express,New York,Sweden,1955.94
ORD00338,CUST0145,2025-06-20T22:11:36.439714,2025-06-27T22:11:36.439714,Shipped,Standard,Denver,USA,1445.95
ORD00339,CUST0961,2025-09-28T10:10:56.439714,2025-10-01T10:10:56.439714,Delivered,Express,Austin,Spain,12921.75
ORD00340,CUST0282,2025-04-26T02:42:50.439714,,Processing,Express,Dallas,Italy,1901.25
ORD00341,CUST0182,2025-08-24T11:23:43.439714,2025-08-28T11:23:43.439714,Delivered,Next-Day,Dallas,USA,11710.22
ORD00342,CUST0060,2025-09-24T03:30:30.439714,2025-10-03T03:30:30.439714,Shipped,Express,Philadelphia,France,6530.06
ORD00343,CUST0735,2025-02-16T14:38:28.439714,,Pending,Economy,Chicago,Spain,7684.85
ORD00344,CUST0965,2025-07-04T19:25:54.439714,2025-07-18T19:25:54.439714,Delivered,Standard,San Francisco,Canada,4853.64
ORD00345,CUST0061,2025-05-28T15:11:46.439714,2025-06-07T15:11:46.439714,Delivered,Standard,Chicago,Canada,1870.16
ORD00346,CUST0589,2025-07-23T10:25:06.439714,2025-07-25T10:25:06.439714,Delivered,Economy,Houston,Canada,3088.84
ORD00347,CUST0323,2024-04-13T17:32:08.439714,,Pending,Standard,Jacksonville,Germany,1749.90
ORD00348,CUST0970,2025-08-21T07:36:57.439714,2025-08-23T07:36:57.439714,Delivered,Express,San Antonio,USA,1726.78
ORD00349,CUST0034,2025-01-24T18:48:49.439714,2025-01-27T18:48:49.439714,Delivered,Next-Day,New York,USA,6703.06
ORD00350,CUST0980,2025-10-19T21:01:54.439714,2025-10-25T21:01:54.439714,Delivered,Standard,Indianapolis,Sweden,2031.11
ORD00351,CUST0805,2024-12-16T15:27:14.439714,2024-12-26T15:27:14.439714,Delivered,Next-Day,San Diego,United Kingdom,635.38
ORD00352,CUST0817,2025-07-29T18:40:09.439714,2025-08-08T18:40:09.439714,Shipped,Express,Columbus,Australia,11805.06
ORD00353,CUST0135,2025-04-21T10:42:16.439714,,Cancelled,Standard,Columbus,Canada,7281.86
ORD00354,CUST0983,2025-10-25T21:01:56.439714,2025-11-08T21:01:56.439714,Delivered,Express,San Francisco,Germany,11810.17
ORD00355,CUST0825,2024-10-06T00:22:30.439714,2024-10-20T00:22:30.439714,Shipped,Express,Chicago,USA,3698.37
ORD00356,CUST0265,2025-09-12T05:21:46.439714,,Processing,Economy,San Diego,United Kingdom,3662.90
ORD00357,CUST0071,2025-09-26T13:30:41.439714,,Processing,Next-Day,Charlotte,France,10851.22
ORD00358,CUST0537,2024-04-28T10:35:22.439714,2024-05-05T10:35:22.439714,Delivered,Express,Columbus,Netherlands,6328.85
ORD00359,CUST0062,2025-08-19T05:59:18.439714,,Cancelled,Economy,Los Angeles,Spain,10115.24
ORD00360,CUST0459,2024-04-09T09:21:07.439714,2024-04-20T09:21:07.439714,Shipped,Next-Day,San Jose,Netherlands,5832.06
ORD00361,CUST0516,2024-07-12T00:32:28.439714,2024-07-22T00:32:28.439714,Shipped,Express,Austin,Germany,9064.57
ORD00362,CUST0392,2025-11-12T23:54:42.439714,,Cancelled,Next-Day,Fort Worth,United Kingdom,5742.35
ORD00363,CUST0554,2025-09-05T00:08:39.439714,2025-09-12T00:08:39.439714,Shipped,Economy,Charlotte,France,8115.70
ORD00364,CUST0722,2023-09-03T09:31:28.439714,2023-09-11T09:31:28.439714,Shipped,Next-Day,Jacksonville,Canada,8242.10
ORD00365,CUST0373,2025-08-17T07:51:52.439714,,Processing,Express,New York,Sweden,4943.35
ORD00366,CUST0035,2025-09-08T16:41:47.439714,2025-09-22T16:41:47.439714,Shipped,Standard,San Francisco,France,7134.80
ORD00367,CUST0749,2024-09-14T05:39:01.439714,,Cancelled,Standard,San Diego,Canada,6540.89
ORD00368,CUST0974,2024-12-25T04:38:02.439714,2024-12-28T04:38:02.439714,Shipped,Economy,Houston,Sweden,4076.28
ORD00369,CUST0704,2025-02-24T00:52:49.439714,2025-02-28T00:52:49.439714,Shipped,Next-Day,Charlotte,Spain,7818.97
ORD00370,CUST0056,2025-06-10T17:10:26.439714,,Processing,Standard,Fort Worth,Sweden,4017.89
ORD00371,CUST0380,2025-09-12T03:29:25.439714,2025-09-19T03:29:25.439714,Delivered,Next-Day,Chicago,United Kingdom,5274.14
ORD00372,CUST0001,2025-10-23T13:01:25.439714,2025-10-26T13:01:25.439714,Delivered,Express,Charlotte,Australia,2859.15
ORD00373,CUST0804,2025-11-06T09:54:25.439714,2025-11-17T09:54:25.439714,Shipped,Standard,New York,United Kingdom,6380.13
ORD00374,CUST0881,2025-04-15T20:56:32.439714,2025-04-29T20:56:32.439714,Delivered,Standard,Chicago,Australia,11520.29
ORD00375,CUST0114,2024-09-10T07:32:53.439714,2024-09-15T07:32:53.439714,Delivered,Express,Jacksonville,Sweden,4277.43
ORD00376,CUST0266,2025-09-17T00:39:51.439714,2025-09-29T00:39:51.439714,Delivered,Next-Day,Los Angeles,Italy,3840.81
ORD00377,CUST0290,2024-02-15T09:43:33.439714,,Pending,Economy,San Antonio,United Kingdom,4717.95
ORD00378,CUST0475,2025-11-02T11:52:53.439714,,Pending,Next-Day,Denver,Australia,1910.28
ORD00379,CUST0660,2024-02-13T16:53:20.439714,2024-02-18T16:53:20.439714,Delivered,Standard,Los Angeles,USA,12584.62
ORD00380,CUST0403,2024-02-17T04:54:19.439714,2024-02-29T04:54:19.439714,Delivered,Next-Day,New York,Germany,4269.42
ORD00381,CUST0707,2025-10-31T01:19:36.439714,,Pending,Next-Day,Phoenix,USA,1077.80
ORD00382,CUST0900,2024-11-25T13:44:08.439714,,Pending,Next-Day,Chicago,Canada,139.25
ORD00383,CUST0556,2024-11-04T09:35:03.439714,2024-11-16T09:35:03.439714,Delivered,Standard,San Diego,Australia,10320.26
ORD00384,CUST0902,2025-11-01T20:44:39.439714,2025-11-12T20:44:39.439714,Delivered,Next-Day,Jacksonville,Germany,7773.55
ORD00385,CUST0932,2025-09-06T22:10:13.439714,2025-09-18T22:10:13.439714,Delivered,Express,Los Angeles,Australia,6310.59
ORD00386,CUST0398,2023-08-05T23:31:20.439714,,Pending,Economy,Denver,Sweden,1125.45
ORD00387,CUST0014,2025-09-11T02:10:27.439714,2025-09-13T02:10:27.439714,Shipped,Economy,Seattle,USA,7634.86
ORD00388,CUST0076,2025-07-12T07:06:19.439714,2025-07-20T07:06:19.439714,Delivered,Economy,Dallas,USA,1236.81
ORD00389,CUST0797,2025-01-12T07:24:15.439714,2025-01-21T07:24:15.439714,Shipped,Express,San Antonio,Germany,6895.92
ORD00390,CUST0584,2025-06-19T11:15:20.439714,2025-06-25T11:15:20.439714,Delivered,Next-Day,San Diego,USA,6538.16
ORD00391,CUST0003,2025-09-03T20:57:45.439714,2025-09-12T20:57:45.439714,Shipped,Express,Austin,Australia,1565.64
ORD00392,CUST0009,2024-06-27T19:12:07.439714,2024-07-01T19:12:07.439714,Delivered,Standard,Chicago,Italy,4629.81
ORD00393,CUST0218,2024-07-25T13:18:51.439714,2024-08-01T13:18:51.439714,Shipped,Economy,Philadelphia,France,8279.51
ORD00394,CUST0109,2025-01-26T21:24:47.439714,2025-02-05T21:24:47.439714,Shipped,Standard,Philadelphia,Sweden,631.66
ORD00395,CUST0720,2025-10-23T13:34:02.439714,,Processing,Express,San Jose,Australia,5299.33
ORD00396,CUST0877,2023-12-13T18:25:37.439714,,Pending,Standard,Denver,USA,1719.80
ORD00397,CUST0659,2025-06-12T09:36:26.439714,,Pending,Express,New York,Netherlands,3270.03
ORD00398,CUST0570,2025-10-28T04:10:50.439714,2025-11-05T04:10:50.439714,Shipped,Express,New York,United Kingdom,9394.62
ORD00399,CUST0908,2025-10-06T19:08:36.439714,2025-10-09T19:08:36.439714,Shipped,Economy,San Diego,United Kingdom,13301.09
ORD00400,CUST0632,2025-03-23T17:09:09.439714,2025-03-29T17:09:09.439714,Delivered,Next-Day,Charlotte,Australia,11568.22
ORD00401,CUST0773,2025-09-29T19:44:41.439714,2025-10-10T19:44:41.439714,Delivered,Economy,Austin,Sweden,8040.10
ORD00402,CUST0882,2025-10-23T01:10:19.439714,,Processing,Economy,San Jose,United Kingdom,2316.97
ORD00403,CUST0405,2023-08-26T16:05:37.439714,,Cancelled,Express,Columbus,United Kingdom,5390.07
ORD00404,CUST0817,2024-12-24T16:15:58.439714,,Processing,Next-Day,Jacksonville,Netherlands,5245.73
ORD00405,CUST0192,2023-12-09T19:25:54.439714,2023-12-15T19:25:54.439714,Shipped,Economy,New York,Sweden,4818.95
ORD00406,CUST0130,2023-05-31T08:21:48.439714,,Processing,Next-Day,Philadelphia,Germany,7042.87
ORD00407,CUST0731,2025-10-21T02:30:22.439714,,Pending,Express,Columbus,United Kingdom,7065.35
ORD00408,CUST0102,2025-08-05T11:12:37.439714,2025-08-19T11:12:37.439714,Delivered,Express,Chicago,Australia,9590.21
ORD00409,CUST0929,2025-10-18T15:28:17.439714,,Processing,Economy,New York,Australia,8693.80
ORD00410,CUST0580,2025-05-11T05:11:03.439714,,Processing,Standard,Indianapolis,Spain,4752.64
ORD00411,CUST0217,2025-11-12T20:03:43.439714,2025-11-19T20:03:43.439714,Shipped,Standard,Denver,Australia,3021.47
ORD00412,CUST0583,2025-09-22T06:31:27.439714,2025-10-01T06:31:27.439714,Delivered,Economy,Philadelphia,Canada,1046.41
ORD00413,CUST0391,2025-08-25T13:50:44.439714,,Pending,Standard,Austin,Germany,1436.53
ORD00414,CUST0491,2025-03-06T21:32:40.439714,2025-03-20T21:32:40.439714,Delivered,Express,Chicago,Netherlands,11246.90
ORD00415,CUST0385,2025-06-18T07:54:54.439714,2025-06-22T07:54:54.439714,Shipped,Economy,Philadelphia,Netherlands,16158.01
ORD00416,CUST0283,2024-08-09T19:27:14.439714,2024-08-15T19:27:14.439714,Delivered,Standard,Indianapolis,United Kingdom,2846.00
ORD00417,CUST0173,2025-07-22T12:45:30.439714,,Pending,Express,Seattle,Germany,14303.07
ORD00418,CUST0630,2025-03-27T10:13:28.439714,,Processing,Express,Phoenix,United Kingdom,1180.44
ORD00419,CUST0061,2025-03-12T08:56:11.439714,2025-03-15T08:56:11.439714,Shipped,Economy,Dallas,Germany,1058.98
ORD00420,CUST0749,2024-12-04T02:38:21.439714,2024-12-17T02:38:21.439714,Delivered,Standard,Chicago,Spain,11593.00
ORD00421,CUST0998,2025-06-22T03:09:43.439714,2025-07-03T03:09:43.439714,Delivered,Express,New York,United Kingdom,1548.54
ORD00422,CUST0754,2023-05-19T15:45:27.439714,,Pending,Express,Los Angeles,France,3273.45
ORD00423,CUST0960,2024-04-22T16:09:57.439714,2024-04-27T16:09:57.439714,Delivered,Express,Charlotte,Italy,1665.71
ORD00424,CUST0368,2024-06-19T19:47:46.439714,2024-07-02T19:47:46.439714,Delivered,Express,Jacksonville,Germany,6060.63
ORD00425,CUST0043,2025-09-29T16:48:47.439714,,Pending,Next-Day,Los Angeles,Spain,3330.23
ORD00426,CUST0260,2025-05-31T01:33:38.439714,,Pending,Standard,Jacksonville,Sweden,1580.04
ORD00427,CUST0237,2025-05-06T20:14:34.439714,2025-05-15T20:14:34.439714,Shipped,Economy,Denver,Canada,7813.03
ORD00428,CUST0626,2025-05-04T14:59:16.439714,,Processing,Standard,New York,United Kingdom,1993.62
ORD00429,CUST0613,2024-07-24T09:00:06.439714,2024-08-01T09:00:06.439714,Delivered,Standard,San Francisco,France,12390.44
ORD00430,CUST0388,2025-10-29T07:54:34.439714,2025-10-31T07:54:34.439714,Delivered,Express,Denver,Netherlands,8850.59
ORD00431,CUST0224,2023-07-25T12:44:06.439714,,Pending,Express,Seattle,France,13008.03
ORD00432,CUST0069,2025-07-29T17:02:13.439714,,Processing,Standard,San Antonio,Canada,6843.34
ORD00433,CUST0430,2024-12-22T04:45:55.439714,2024-12-24T04:45:55.439714,Shipped,Next-Day,Fort Worth,Netherlands,459.32
ORD00434,CUST0907,2025-04-06T00:59:22.439714,2025-04-14T00:59:22.439714,Delivered,Economy,Charlotte,USA,6262.30
ORD00435,CUST0393,2025-03-14T16:47:56.439714,2025-03-27T16:47:56.439714,Shipped,Express,Chicago,Sweden,1095.13
ORD00436,CUST0525,2025-07-21T00:15:55.439714,2025-07-28T00:15:55.439714,Shipped,Next-Day,Denver,France,8300.98
ORD00437,CUST0798,2024-10-30T03:12:32.439714,2024-11-05T03:12:32.439714,Delivered,Economy,Columbus,Spain,2926.38
ORD00438,CUST0202,2025-07-14T21:05:25.439714,2025-07-20T21:05:25.439714,Delivered,Express,San Diego,Sweden,4782.01
ORD00439,CUST0427,2025-05-16T04:31:39.439714,2025-05-18T04:31:39.439714,Shipped,Economy,Philadelphia,Italy,12507.77
