OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineNumber,LineTotal
ORDDET000827,ORD00224,PROD00207,1,319.73,0.10,4,287.76
ORDDET000828,ORD00224,PROD00790,5,853.70,0.05,5,4055.07
ORDDET000829,ORD00224,PROD00957,2,694.31,0.00,6,1388.62
ORDDET000830,ORD00225,PROD00913,4,579.82,0.00,1,2319.28
ORDDET000831,ORD00225,PROD00194,5,196.57,0.15,2,835.42
ORDDET000832,ORD00225,PROD00426,4,670.23,0.05,3,2546.87
ORDDET000833,ORD00225,PROD00387,4,369.17,0.05,4,1402.85
ORDDET000834,ORD00225,PROD00464,1,792.76,0.00,5,792.76
ORDDET000835,ORD00226,PROD00321,4,1152.10,0.00,1,4608.40
ORDDET000836,ORD00226,PROD00765,3,32.43,0.00,2,97.29
ORDDET000837,ORD00227,PROD00138,2,287.76,0.00,1,575.52
ORDDET000838,ORD00228,PROD00716,1,827.87,0.00,1,827.87
ORDDET000839,ORD00228,PROD00226,2,93.85,0.15,2,159.54
ORDDET000840,ORD00228,PROD00276,4,486.91,0.05,3,1850.26
ORDDET000841,ORD00228,PROD00629,5,341.33,0.00,4,1706.65
ORDDET000842,ORD00228,PROD00603,4,458.35,0.05,5,1741.73
ORDDET000843,ORD00228,PROD00558,3,551.39,0.10,6,1488.75
ORDDET000844,ORD00229,PROD00017,1,199.38,0.00,1,199.38
ORDDET000845,ORD00229,PROD00097,2,251.54,0.15,2,427.62
ORDDET000846,ORD00229,PROD00486,3,275.43,0.00,3,826.29
ORDDET000847,ORD00229,PROD00885,4,1103.01,0.00,4,4412.04
ORDDET000848,ORD00229,PROD00464,3,792.76,0.00,5,2378.28
ORDDET000849,ORD00229,PROD00630,1,745.72,0.10,6,671.15
ORDDET000850,ORD00230,PROD00217,3,176.12,0.00,1,528.36
ORDDET000851,ORD00230,PROD00252,4,652.33,0.00,2,2609.32
ORDDET000852,ORD00231,PROD00930,3,188.95,0.00,1,566.85
ORDDET000853,ORD00231,PROD00370,4,170.59,0.00,2,682.36
ORDDET000854,ORD00231,PROD00445,1,63.81,0.10,3,57.43
ORDDET000855,ORD00231,PROD00903,4,553.20,0.00,4,2212.80
ORDDET000856,ORD00232,PROD00770,1,856.35,0.10,1,770.72
ORDDET000857,ORD00232,PROD00132,5,788.84,0.00,2,3944.20
ORDDET000858,ORD00232,PROD00389,4,367.03,0.10,3,1321.31
ORDDET000859,ORD00232,PROD00224,3,1014.47,0.00,4,3043.41
ORDDET000860,ORD00233,PROD00777,4,591.69,0.05,1,2248.42
ORDDET000861,ORD00233,PROD00162,3,282.28,0.00,2,846.84
ORDDET000862,ORD00233,PROD00655,3,989.84,0.10,3,2672.57
ORDDET000863,ORD00233,PROD00188,1,610.53,0.00,4,610.53
ORDDET000864,ORD00233,PROD00498,2,680.92,0.10,5,1225.66
ORDDET000865,ORD00234,PROD00003,3,327.47,0.00,1,982.41
ORDDET000866,ORD00234,PROD00997,1,982.72,0.15,2,835.31
ORDDET000867,ORD00234,PROD00184,2,562.40,0.00,3,1124.80
ORDDET000868,ORD00235,PROD00948,5,941.46,0.05,1,4471.94
ORDDET000869,ORD00235,PROD00700,4,1062.30,0.00,2,4249.20
ORDDET000870,ORD00235,PROD00262,2,490.81,0.10,3,883.46
ORDDET000871,ORD00236,PROD00235,2,757.88,0.00,1,1515.76
ORDDET000872,ORD00236,PROD00587,1,253.68,0.00,2,253.68
ORDDET000873,ORD00236,PROD00001,3,260.10,0.00,3,780.30
ORDDET000874,ORD00236,PROD00308,4,771.98,0.15,4,2624.73
ORDDET000875,ORD00236,PROD00481,1,63.45,0.00,5,63.45
ORDDET000876,ORD00237,PROD00494,3,521.81,0.00,1,1565.43
ORDDET000877,ORD00237,PROD00300,1,211.70,0.00,2,211.70
ORDDET000878,ORD00237,PROD00595,5,496.49,0.05,3,2358.33
ORDDET000879,ORD00237,PROD00850,5,648.86,0.10,4,2919.87
ORDDET000880,ORD00237,PROD00203,4,541.52,0.10,5,1949.47
ORDDET000881,ORD00237,PROD00153,3,244.61,0.00,6,733.83
ORDDET000882,ORD00238,PROD00138,1,287.76,0.00,1,287.76
ORDDET000883,ORD00239,PROD00598,3,893.58,0.00,1,2680.74
ORDDET000884,ORD00240,PROD00452,4,1077.31,0.05,1,4093.78
ORDDET000885,ORD00240,PROD00508,1,967.16,0.10,2,870.44
ORDDET000886,ORD00241,PROD00054,5,283.02,0.00,1,1415.10
ORDDET000887,ORD00241,PROD00716,5,827.87,0.00,2,4139.35
ORDDET000888,ORD00242,PROD00103,5,547.36,0.05,1,2599.96
ORDDET000889,ORD00243,PROD00088,2,228.88,0.10,1,411.98
ORDDET000890,ORD00243,PROD00320,1,631.28,0.00,2,631.28
ORDDET000891,ORD00244,PROD00961,1,1002.70,0.00,1,1002.70
ORDDET000892,ORD00245,PROD00444,5,1001.82,0.05,1,4758.65
ORDDET000893,ORD00245,PROD00493,2,1151.88,0.15,2,1958.20
ORDDET000894,ORD00246,PROD00968,1,1048.77,0.05,1,996.33
ORDDET000895,ORD00247,PROD00080,5,519.86,0.15,1,2209.41
ORDDET000896,ORD00247,PROD00562,4,720.51,0.15,2,2449.73
ORDDET000897,ORD00247,PROD00468,5,62.38,0.00,3,311.90
ORDDET000898,ORD00247,PROD00100,4,415.21,0.00,4,1660.84
ORDDET000899,ORD00247,PROD00047,2,920.91,0.00,5,1841.82
ORDDET000900,ORD00248,PROD00860,5,160.20,0.15,1,680.85
ORDDET000901,ORD00248,PROD00055,1,337.27,0.00,2,337.27
ORDDET000902,ORD00248,PROD00417,4,172.22,0.10,3,619.99
ORDDET000903,ORD00248,PROD00658,2,774.57,0.00,4,1549.14
ORDDET000904,ORD00249,PROD00074,2,1030.86,0.00,1,2061.72
ORDDET000905,ORD00249,PROD00382,4,442.93,0.00,2,1771.72
ORDDET000906,ORD00249,PROD00965,1,357.71,0.00,3,357.71
ORDDET000907,ORD00249,PROD00270,2,625.66,0.00,4,1251.32
ORDDET000908,ORD00249,PROD00184,2,562.40,0.10,5,1012.32
ORDDET000909,ORD00249,PROD00724,4,136.06,0.00,6,544.24
ORDDET000910,ORD00250,PROD00708,3,1002.05,0.00,1,3006.15
ORDDET000911,ORD00250,PROD00965,2,357.71,0.00,2,715.42
ORDDET000912,ORD00250,PROD00344,1,478.48,0.00,3,478.48
ORDDET000913,ORD00250,PROD00932,3,188.72,0.00,4,566.16
ORDDET000914,ORD00250,PROD00713,1,415.09,0.05,5,394.34
ORDDET000915,ORD00250,PROD00020,4,655.96,0.05,6,2492.65
ORDDET000916,ORD00251,PROD00106,3,175.46,0.00,1,526.38
ORDDET000917,ORD00252,PROD00328,5,90.63,0.00,1,453.15
ORDDET000918,ORD00252,PROD00757,1,412.97,0.00,2,412.97
ORDDET000919,ORD00252,PROD00603,4,458.35,0.05,3,1741.73
ORDDET000920,ORD00253,PROD00211,5,887.80,0.00,1,4439.00
ORDDET000921,ORD00253,PROD00870,2,747.18,0.00,2,1494.36
ORDDET000922,ORD00254,PROD00285,1,1008.65,0.00,1,1008.65
ORDDET000923,ORD00254,PROD00039,2,1090.42,0.10,2,1962.76
ORDDET000924,ORD00255,PROD00189,2,858.89,0.00,1,1717.78
ORDDET000925,ORD00255,PROD00681,3,263.63,0.05,2,751.35
ORDDET000926,ORD00256,PROD00671,1,477.99,0.15,1,406.29
ORDDET000927,ORD00256,PROD00029,5,527.69,0.00,2,2638.45
ORDDET000928,ORD00257,PROD00117,2,70.36,0.00,1,140.72
ORDDET000929,ORD00258,PROD00315,2,199.48,0.00,1,398.96
ORDDET000930,ORD00258,PROD00215,2,928.74,0.00,2,1857.48
ORDDET000931,ORD00258,PROD00229,2,1139.27,0.10,3,2050.69
ORDDET000932,ORD00258,PROD00590,4,1035.61,0.00,4,4142.44
ORDDET000933,ORD00258,PROD00104,2,519.24,0.00,5,1038.48
ORDDET000934,ORD00259,PROD00751,3,291.10,0.00,1,873.30
ORDDET000935,ORD00259,PROD00613,4,243.57,0.15,2,828.14
ORDDET000936,ORD00260,PROD00342,3,921.37,0.00,1,2764.11
ORDDET000937,ORD00260,PROD00130,5,1059.50,0.05,2,5032.62
ORDDET000938,ORD00260,PROD00222,3,588.60,0.00,3,1765.80
ORDDET000939,ORD00261,PROD00454,3,889.12,0.10,1,2400.62
ORDDET000940,ORD00261,PROD00439,5,800.16,0.05,2,3800.76
ORDDET000941,ORD00261,PROD00813,4,141.51,0.00,3,566.04
ORDDET000942,ORD00261,PROD00006,3,422.39,0.00,4,1267.17
ORDDET000943,ORD00261,PROD00178,1,1143.21,0.15,5,971.73
ORDDET000944,ORD00262,PROD00974,4,1178.85,0.15,1,4008.09
ORDDET000945,ORD00262,PROD00366,4,761.58,0.15,2,2589.37
ORDDET000946,ORD00262,PROD00254,2,553.39,0.00,3,1106.78
ORDDET000947,ORD00262,PROD00448,5,1182.26,0.10,4,5320.17
ORDDET000948,ORD00262,PROD00769,3,697.67,0.00,5,2093.01
ORDDET000949,ORD00263,PROD00484,1,495.40,0.00,1,495.40
ORDDET000950,ORD00263,PROD00851,2,1158.28,0.05,2,2200.73
ORDDET000951,ORD00263,PROD00238,4,158.03,0.00,3,632.12
ORDDET000952,ORD00263,PROD00365,3,1081.05,0.10,4,2918.83
ORDDET000953,ORD00263,PROD00415,1,873.42,0.00,5,873.42
ORDDET000954,ORD00264,PROD00783,2,115.26,0.00,1,230.52
ORDDET000955,ORD00264,PROD00919,2,863.53,0.15,2,1468.00
ORDDET000956,ORD00264,PROD00400,5,1084.24,0.00,3,5421.20
ORDDET000957,ORD00264,PROD00984,5,132.56,0.05,4,629.66
ORDDET000958,ORD00265,PROD00308,3,771.98,0.00,1,2315.94
ORDDET000959,ORD00265,PROD00108,2,1085.47,0.05,2,2062.39
ORDDET000960,ORD00265,PROD00273,5,834.38,0.15,3,3546.11
ORDDET000961,ORD00265,PROD00485,3,944.64,0.00,4,2833.92
ORDDET000962,ORD00266,PROD00900,3,817.98,0.05,1,2331.24
ORDDET000963,ORD00266,PROD00453,4,191.13,0.15,2,649.84
ORDDET000964,ORD00266,PROD00797,3,1038.91,0.15,3,2649.22
ORDDET000965,ORD00267,PROD00347,5,767.19,0.10,1,3452.36
ORDDET000966,ORD00267,PROD00214,4,781.04,0.00,2,3124.16
ORDDET000967,ORD00268,PROD00902,2,306.27,0.00,1,612.54
ORDDET000968,ORD00268,PROD00785,3,856.47,0.00,2,2569.41
ORDDET000969,ORD00268,PROD00591,4,134.84,0.05,3,512.39
ORDDET000970,ORD00268,PROD00565,5,936.17,0.00,4,4680.85
ORDDET000971,ORD00268,PROD00910,3,342.96,0.00,5,1028.88
ORDDET000972,ORD00268,PROD00348,3,765.91,0.05,6,2182.84
ORDDET000973,ORD00269,PROD00161,4,146.00,0.15,1,496.40
ORDDET000974,ORD00270,PROD00957,5,694.31,0.00,1,3471.55
ORDDET000975,ORD00270,PROD00429,3,1165.87,0.00,2,3497.61
ORDDET000976,ORD00270,PROD00974,2,1178.85,0.15,3,2004.04
ORDDET000977,ORD00270,PROD00202,3,100.23,0.05,4,285.66
ORDDET000978,ORD00270,PROD00763,5,76.56,0.00,5,382.80
ORDDET000979,ORD00270,PROD00641,5,522.26,0.15,6,2219.61
ORDDET000980,ORD00271,PROD00253,4,728.80,0.00,1,2915.20
ORDDET000981,ORD00271,PROD00685,4,536.85,0.15,2,1825.29
ORDDET000982,ORD00271,PROD00592,5,65.81,0.00,3,329.05
ORDDET000983,ORD00271,PROD00027,3,1168.32,0.10,4,3154.46
ORDDET000984,ORD00272,PROD00605,5,415.88,0.10,1,1871.46
ORDDET000985,ORD00272,PROD00655,1,989.84,0.05,2,940.35
ORDDET000986,ORD00272,PROD00243,1,752.22,0.00,3,752.22
ORDDET000987,ORD00272,PROD00631,2,1172.72,0.15,4,1993.62
ORDDET000988,ORD00273,PROD00086,5,349.15,0.15,1,1483.89
ORDDET000989,ORD00273,PROD00104,2,519.24,0.15,2,882.71
ORDDET000990,ORD00273,PROD00404,4,533.96,0.00,3,2135.84
ORDDET000991,ORD00273,PROD00919,1,863.53,0.00,4,863.53
ORDDET000992,ORD00273,PROD00801,1,785.85,0.05,5,746.56
ORDDET000993,ORD00274,PROD00486,4,275.43,0.00,1,1101.72
ORDDET000994,ORD00274,PROD00134,4,1155.25,0.15,2,3927.85
ORDDET000995,ORD00275,PROD00794,1,606.27,0.00,1,606.27
ORDDET000996,ORD00275,PROD00851,3,1158.28,0.10,2,3127.36
ORDDET000997,ORD00276,PROD00434,1,1107.38,0.10,1,996.64
ORDDET000998,ORD00276,PROD00835,2,969.32,0.05,2,1841.71
ORDDET000999,ORD00276,PROD00494,3,521.81,0.10,3,1408.89
ORDDET001000,ORD00276,PROD00982,2,118.89,0.00,4,237.78
ORDDET001001,ORD00276,PROD00568,2,818.68,0.00,5,1637.36
ORDDET001002,ORD00277,PROD00408,5,12.79,0.00,1,63.95
ORDDET001003,ORD00277,PROD00803,4,1106.77,0.05,2,4205.73
ORDDET001004,ORD00277,PROD00202,2,100.23,0.00,3,200.46
ORDDET001005,ORD00278,PROD00285,2,1008.65,0.05,1,1916.43
ORDDET001006,ORD00278,PROD00859,3,21.98,0.00,2,65.94
ORDDET001007,ORD00278,PROD00148,4,623.11,0.00,3,2492.44
ORDDET001008,ORD00278,PROD00767,2,586.08,0.10,4,1054.94
ORDDET001009,ORD00278,PROD00593,1,220.48,0.05,5,209.46
ORDDET001010,ORD00278,PROD00852,2,280.98,0.15,6,477.67
ORDDET001011,ORD00279,PROD00882,3,258.71,0.00,1,776.13
ORDDET001012,ORD00279,PROD00826,2,184.31,0.05,2,350.19
ORDDET001013,ORD00279,PROD00603,5,458.35,0.00,3,2291.75
ORDDET001014,ORD00279,PROD00646,5,570.86,0.15,4,2426.16
ORDDET001015,ORD00279,PROD00921,1,412.27,0.15,5,350.43
ORDDET001016,ORD00280,PROD00186,4,313.32,0.15,1,1065.29
ORDDET001017,ORD00281,PROD00736,1,367.50,0.10,1,330.75
ORDDET001018,ORD00281,PROD00300,4,211.70,0.05,2,804.46
ORDDET001019,ORD00281,PROD00581,1,656.97,0.05,3,624.12
ORDDET001020,ORD00281,PROD00472,5,412.47,0.00,4,2062.35
ORDDET001021,ORD00282,PROD00337,5,450.53,0.00,1,2252.65
ORDDET001022,ORD00282,PROD00226,1,93.85,0.00,2,93.85
ORDDET001023,ORD00283,PROD00111,5,224.13,0.00,1,1120.65
ORDDET001024,ORD00283,PROD00174,1,250.85,0.05,2,238.31
ORDDET001025,ORD00283,PROD00359,2,98.94,0.10,3,178.09
ORDDET001026,ORD00283,PROD00805,5,737.45,0.00,4,3687.25
ORDDET001027,ORD00284,PROD00600,2,676.46,0.00,1,1352.92
ORDDET001028,ORD00284,PROD00035,3,66.84,0.00,2,200.52
ORDDET001029,ORD00284,PROD00780,2,914.05,0.05,3,1736.69
ORDDET001030,ORD00284,PROD00773,4,177.70,0.05,4,675.26
ORDDET001031,ORD00284,PROD00084,2,275.63,0.15,5,468.57
ORDDET001032,ORD00284,PROD00200,3,692.42,0.10,6,1869.53
ORDDET001033,ORD00285,PROD00289,1,705.50,0.10,1,634.95
ORDDET001034,ORD00286,PROD00817,1,582.66,0.00,1,582.66
ORDDET001035,ORD00286,PROD00708,4,1002.05,0.05,2,3807.79
ORDDET001036,ORD00286,PROD00272,5,502.48,0.00,3,2512.40
ORDDET001037,ORD00286,PROD00091,1,983.62,0.00,4,983.62
ORDDET001038,ORD00286,PROD00746,3,340.60,0.10,5,919.62
ORDDET001039,ORD00287,PROD00107,4,570.45,0.00,1,2281.80
ORDDET001040,ORD00288,PROD00593,5,220.48,0.15,1,937.04
ORDDET001041,ORD00288,PROD00671,1,477.99,0.00,2,477.99
ORDDET001042,ORD00288,PROD00728,1,728.22,0.00,3,728.22
ORDDET001043,ORD00289,PROD00921,2,412.27,0.10,1,742.09
ORDDET001044,ORD00289,PROD00945,5,1191.34,0.05,2,5658.86
ORDDET001045,ORD00289,PROD00166,4,654.66,0.00,3,2618.64
ORDDET001046,ORD00289,PROD00916,4,406.70,0.10,4,1464.12
ORDDET001047,ORD00289,PROD00934,1,1064.23,0.15,5,904.60
ORDDET001048,ORD00289,PROD00040,1,759.30,0.10,6,683.37
ORDDET001049,ORD00290,PROD00041,2,721.99,0.00,1,1443.98
ORDDET001050,ORD00290,PROD00253,5,728.80,0.15,2,3097.40
ORDDET001051,ORD00290,PROD00299,3,323.63,0.00,3,970.89
ORDDET001052,ORD00290,PROD00148,5,623.11,0.00,4,3115.55
ORDDET001053,ORD00290,PROD00125,2,225.85,0.00,5,451.70
ORDDET001054,ORD00291,PROD00327,1,395.90,0.05,1,376.10
ORDDET001055,ORD00291,PROD00203,1,541.52,0.15,2,460.29
ORDDET001056,ORD00292,PROD00580,5,977.38,0.00,1,4886.90
ORDDET001057,ORD00292,PROD00688,2,1103.69,0.10,2,1986.64
ORDDET001058,ORD00292,PROD00099,4,400.78,0.00,3,1603.12
ORDDET001059,ORD00292,PROD00498,1,680.92,0.00,4,680.92
ORDDET001060,ORD00293,PROD00102,1,351.29,0.05,1,333.73
ORDDET001061,ORD00293,PROD00876,1,751.81,0.00,2,751.81
ORDDET001062,ORD00293,PROD00719,2,1180.88,0.15,3,2007.50
ORDDET001063,ORD00293,PROD00905,1,420.67,0.10,4,378.60
ORDDET001064,ORD00294,PROD00317,3,723.13,0.05,1,2060.92
ORDDET001065,ORD00294,PROD00949,1,864.47,0.00,2,864.47
ORDDET001066,ORD00294,PROD00868,5,828.99,0.10,3,3730.45
ORDDET001067,ORD00294,PROD00837,1,1197.88,0.00,4,1197.88
ORDDET001068,ORD00294,PROD00017,1,199.38,0.00,5,199.38
ORDDET001069,ORD00294,PROD00139,2,81.92,0.10,6,147.46
ORDDET001070,ORD00295,PROD00872,2,445.80,0.05,1,847.02
ORDDET001071,ORD00295,PROD00648,1,412.21,0.10,2,370.99
ORDDET001072,ORD00295,PROD00307,2,314.93,0.05,3,598.37
ORDDET001073,ORD00295,PROD00325,4,825.71,0.10,4,2972.56
ORDDET001074,ORD00296,PROD00503,4,682.48,0.00,1,2729.92
ORDDET001075,ORD00296,PROD00390,5,574.98,0.00,2,2874.90
ORDDET001076,ORD00296,PROD00302,2,143.93,0.10,3,259.07
ORDDET001077,ORD00297,PROD00039,4,1090.42,0.00,1,4361.68
ORDDET001078,ORD00298,PROD00994,5,593.39,0.00,1,2966.95
ORDDET001079,ORD00298,PROD00114,2,173.00,0.00,2,346.00
ORDDET001080,ORD00298,PROD00674,2,186.95,0.00,3,373.90
ORDDET001081,ORD00298,PROD00389,3,367.03,0.00,4,1101.09
ORDDET001082,ORD00298,PROD00126,1,244.42,0.00,5,244.42
ORDDET001083,ORD00299,PROD00244,1,1140.58,0.05,1,1083.55
ORDDET001084,ORD00299,PROD00085,5,989.76,0.15,2,4206.48
ORDDET001085,ORD00299,PROD00943,4,949.08,0.15,3,3226.87
ORDDET001086,ORD00299,PROD00344,2,478.48,0.05,4,909.11
ORDDET001087,ORD00299,PROD00224,1,1014.47,0.05,5,963.75
ORDDET001088,ORD00299,PROD00340,5,1047.29,0.00,6,5236.45
ORDDET001089,ORD00300,PROD00346,2,630.65,0.15,1,1072.11
ORDDET001090,ORD00300,PROD00172,4,1004.41,0.15,2,3414.99
ORDDET001091,ORD00300,PROD00331,3,525.30,0.00,3,1575.90
ORDDET001092,ORD00301,PROD00143,3,700.62,0.00,1,2101.86
ORDDET001093,ORD00302,PROD00738,4,651.98,0.10,1,2347.13
ORDDET001094,ORD00302,PROD00829,5,375.17,0.10,2,1688.27
ORDDET001095,ORD00302,PROD00067,5,737.24,0.00,3,3686.20
ORDDET001096,ORD00302,PROD00957,5,694.31,0.10,4,3124.39
ORDDET001097,ORD00303,PROD00437,3,691.81,0.10,1,1867.89
ORDDET001098,ORD00303,PROD00400,5,1084.24,0.10,2,4879.08
ORDDET001099,ORD00303,PROD00620,2,1048.71,0.00,3,2097.42
ORDDET001100,ORD00304,PROD00379,1,33.35,0.10,1,30.02
ORDDET001101,ORD00305,PROD00718,4,870.51,0.00,1,3482.04
ORDDET001102,ORD00305,PROD00749,3,407.80,0.00,2,1223.40
ORDDET001103,ORD00305,PROD00349,5,785.21,0.00,3,3926.05
ORDDET001104,ORD00305,PROD00444,2,1001.82,0.00,4,2003.64
ORDDET001105,ORD00305,PROD00463,4,998.15,0.15,5,3393.71
ORDDET001106,ORD00305,PROD00357,1,412.01,0.05,6,391.41
ORDDET001107,ORD00306,PROD00400,2,1084.24,0.15,1,1843.21
ORDDET001108,ORD00306,PROD00414,3,278.32,0.05,2,793.21
ORDDET001109,ORD00307,PROD00027,1,1168.32,0.05,1,1109.90
ORDDET001110,ORD00307,PROD00266,1,1166.44,0.15,2,991.47
ORDDET001111,ORD00307,PROD00392,1,583.38,0.00,3,583.38
ORDDET001112,ORD00308,PROD00880,3,396.67,0.00,1,1190.01
ORDDET001113,ORD00308,PROD00670,2,283.04,0.00,2,566.08
ORDDET001114,ORD00308,PROD00944,4,866.50,0.10,3,3119.40
ORDDET001115,ORD00309,PROD00979,1,62.75,0.15,1,53.34
ORDDET001116,ORD00309,PROD00985,5,20.68,0.05,2,98.23
ORDDET001117,ORD00309,PROD00432,1,648.88,0.00,3,648.88
ORDDET001118,ORD00309,PROD00882,1,258.71,0.15,4,219.90
ORDDET001119,ORD00309,PROD00185,4,697.59,0.05,5,2650.84
ORDDET001120,ORD00309,PROD00267,5,172.14,0.10,6,774.63
ORDDET001121,ORD00310,PROD00689,3,22.14,0.00,1,66.42
ORDDET001122,ORD00311,PROD00139,4,81.92,0.05,1,311.30
ORDDET001123,ORD00311,PROD00550,2,692.23,0.00,2,1384.46
ORDDET001124,ORD00311,PROD00145,5,877.32,0.15,3,3728.61
ORDDET001125,ORD00311,PROD00008,1,97.98,0.00,4,97.98
ORDDET001126,ORD00312,PROD00892,2,235.00,0.00,1,470.00
ORDDET001127,ORD00312,PROD00812,2,581.78,0.00,2,1163.56
ORDDET001128,ORD00312,PROD00676,5,1078.02,0.00,3,5390.10
ORDDET001129,ORD00313,PROD00180,2,1191.17,0.00,1,2382.34
ORDDET001130,ORD00313,PROD00570,1,600.07,0.10,2,540.06
ORDDET001131,ORD00314,PROD00483,2,669.13,0.10,1,1204.43
ORDDET001132,ORD00314,PROD00335,2,463.87,0.00,2,927.74
ORDDET001133,ORD00314,PROD00888,5,404.21,0.10,3,1818.94
ORDDET001134,ORD00315,PROD00305,1,908.22,0.15,1,771.99
ORDDET001135,ORD00315,PROD00033,5,763.18,0.00,2,3815.90
ORDDET001136,ORD00315,PROD00002,4,518.98,0.10,3,1868.33
ORDDET001137,ORD00315,PROD00280,1,282.04,0.00,4,282.04
ORDDET001138,ORD00315,PROD00095,3,139.75,0.00,5,419.25
ORDDET001139,ORD00316,PROD00119,3,861.76,0.00,1,2585.28
ORDDET001140,ORD00316,PROD00959,3,1198.50,0.05,2,3415.72
ORDDET001141,ORD00316,PROD00253,2,728.80,0.00,3,1457.60
ORDDET001142,ORD00316,PROD00356,5,507.81,0.10,4,2285.15
ORDDET001143,ORD00316,PROD00684,2,1061.87,0.00,5,2123.74
ORDDET001144,ORD00316,PROD00031,4,116.45,0.00,6,465.80
ORDDET001145,ORD00317,PROD00655,3,989.84,0.05,1,2821.04
ORDDET001146,ORD00318,PROD00042,2,40.32,0.00,1,80.64
ORDDET001147,ORD00318,PROD00614,2,406.08,0.10,2,730.94
ORDDET001148,ORD00318,PROD00778,1,443.08,0.00,3,443.08
ORDDET001149,ORD00318,PROD00476,1,480.08,0.00,4,480.08
ORDDET001150,ORD00318,PROD00537,1,316.30,0.10,5,284.67
ORDDET001151,ORD00319,PROD00932,3,188.72,0.00,1,566.16
ORDDET001152,ORD00319,PROD00888,3,404.21,0.00,2,1212.63
ORDDET001153,ORD00319,PROD00730,5,526.37,0.00,3,2631.85
ORDDET001154,ORD00320,PROD00806,5,152.34,0.00,1,761.70
ORDDET001155,ORD00320,PROD00781,3,99.71,0.00,2,299.13
ORDDET001156,ORD00321,PROD00570,3,600.07,0.15,1,1530.18
ORDDET001157,ORD00321,PROD00420,2,93.94,0.10,2,169.09
ORDDET001158,ORD00321,PROD00820,1,652.94,0.00,3,652.94
ORDDET001159,ORD00321,PROD00466,1,626.30,0.15,4,532.35
ORDDET001160,ORD00322,PROD00691,1,82.86,0.05,1,78.72
ORDDET001161,ORD00322,PROD00569,2,134.65,0.00,2,269.30
ORDDET001162,ORD00322,PROD00949,4,864.47,0.10,3,3112.09
ORDDET001163,ORD00322,PROD00625,1,1169.16,0.15,4,993.79
ORDDET001164,ORD00322,PROD00229,2,1139.27,0.05,5,2164.61
ORDDET001165,ORD00323,PROD00600,1,676.46,0.00,1,676.46
ORDDET001166,ORD00323,PROD00792,5,652.06,0.15,2,2771.25
ORDDET001167,ORD00323,PROD00119,4,861.76,0.00,3,3447.04
ORDDET001168,ORD00323,PROD00684,2,1061.87,0.15,4,1805.18
ORDDET001169,ORD00323,PROD00150,4,1046.41,0.10,5,3767.08
ORDDET001170,ORD00324,PROD00015,3,780.45,0.00,1,2341.35
ORDDET001171,ORD00324,PROD00327,4,395.90,0.00,2,1583.60
ORDDET001172,ORD00324,PROD00834,5,973.27,0.10,3,4379.72
ORDDET001173,ORD00324,PROD00340,3,1047.29,0.15,4,2670.59
ORDDET001174,ORD00324,PROD00566,1,541.71,0.10,5,487.54
ORDDET001175,ORD00325,PROD00192,1,772.05,0.05,1,733.45
ORDDET001176,ORD00325,PROD00590,5,1035.61,0.05,2,4919.15
ORDDET001177,ORD00325,PROD00917,5,677.11,0.15,3,2877.72
ORDDET001178,ORD00326,PROD00707,3,424.61,0.00,1,1273.83
ORDDET001179,ORD00327,PROD00533,5,877.80,0.05,1,4169.55
ORDDET001180,ORD00327,PROD00623,1,235.20,0.05,2,223.44
ORDDET001181,ORD00328,PROD00746,1,340.60,0.05,1,323.57
ORDDET001182,ORD00329,PROD00431,2,1187.62,0.05,1,2256.48
ORDDET001183,ORD00329,PROD00471,3,145.79,0.00,2,437.37
ORDDET001184,ORD00329,PROD00247,4,499.01,0.00,3,1996.04
ORDDET001185,ORD00330,PROD00409,3,521.26,0.00,1,1563.78
ORDDET001186,ORD00331,PROD00425,4,691.04,0.15,1,2349.54
ORDDET001187,ORD00331,PROD00096,5,1192.93,0.00,2,5964.65
ORDDET001188,ORD00331,PROD00949,3,864.47,0.10,3,2334.07
ORDDET001189,ORD00331,PROD00229,5,1139.27,0.00,4,5696.35
ORDDET001190,ORD00332,PROD00367,1,909.41,0.10,1,818.47
ORDDET001191,ORD00332,PROD00226,3,93.85,0.00,2,281.55
ORDDET001192,ORD00333,PROD00741,2,1045.45,0.15,1,1777.27
ORDDET001193,ORD00333,PROD00409,5,521.26,0.05,2,2475.99
ORDDET001194,ORD00333,PROD00631,3,1172.72,0.00,3,3518.16
ORDDET001195,ORD00333,PROD00629,3,341.33,0.05,4,972.79
ORDDET001196,ORD00334,PROD00881,1,140.48,0.10,1,126.43
ORDDET001197,ORD00334,PROD00932,3,188.72,0.15,2,481.24
ORDDET001198,ORD00334,PROD00185,2,697.59,0.00,3,1395.18
ORDDET001199,ORD00334,PROD00331,2,525.30,0.00,4,1050.60
ORDDET001200,ORD00335,PROD00218,5,337.52,0.00,1,1687.60
ORDDET001201,ORD00335,PROD00309,1,191.07,0.00,2,191.07
ORDDET001202,ORD00336,PROD00466,2,626.30,0.00,1,1252.60
ORDDET001203,ORD00337,PROD00738,3,651.98,0.00,1,1955.94
ORDDET001204,ORD00338,PROD00965,4,357.71,0.10,1,1287.76
ORDDET001205,ORD00338,PROD00895,1,158.19,0.00,2,158.19
