ProductID,SKU,ProductName,CategoryID,UnitPrice,UnitCost,StockQuantity,Active
PROD00350,SKU-280939,Classic Speaker,CAT0602,694.96,418.55,161,true
PROD00351,SKU-644002,Deluxe Blender,CAT0753,460.63,310.19,307,true
PROD00352,SKU-353553,Advanced Cookware Set,CAT0359,503.98,324.22,211,true
PROD00353,SKU-887591,Rustic Coffee Maker,CAT0064,418.86,214.23,230,true
PROD00354,SKU-798412,Essential Treadmill,CAT0685,1147.29,563.02,204,true
PROD00355,SKU-482375,Rustic Cookware Set,CAT0298,512.00,232.82,23,true
PROD00356,SKU-293872,Premium Router,CAT0290,644.52,420.91,332,true
PROD00357,SKU-675724,Classic Drill,CAT0162,1087.95,531.33,139,true
PROD00358,SKU-501926,Classic Vacuum,CAT0808,44.99,22.58,5,false
PROD00359,SKU-220801,Vintage Tablet,CAT0728,607.23,347.91,439,true
PROD00360,SKU-487350,Modern Drill,CAT0373,329.59,209.89,334,true
PROD00361,SKU-856609,Rustic Camera,CAT0761,635.45,311.53,289,true
PROD00362,SKU-211926,Wireless Printer,CAT0819,739.61,318.41,27,true
PROD00363,SKU-935889,Wireless Smartphone,CAT0500,801.00,356.96,253,true
PROD00364,SKU-705427,Rustic Camera,CAT0031,206.39,118.74,232,true
PROD00365,SKU-835149,Eco Router,CAT0874,247.64,128.53,51,true
PROD00366,SKU-871260,Vintage Camera,CAT0849,195.84,82.47,0,true
PROD00367,SKU-950075,Essential Chair,CAT0056,821.33,548.61,499,true
PROD00368,SKU-695727,Eco Printer,CAT0313,560.62,249.19,70,true
PROD00369,SKU-521288,Eco Jacket,CAT0875,64.21,38.77,308,true
PROD00370,SKU-485122,Smart Laptop,CAT0378,440.13,288.76,441,true
PROD00371,SKU-200289,Ultra Drill,CAT0962,1028.51,633.54,27,true
PROD00372,SKU-822194,Compact Mixer,CAT0588,572.55,350.93,240,true
PROD00373,SKU-677886,Classic Guitar,CAT0435,510.90,354.19,330,true
PROD00374,SKU-486923,Wireless Speaker,CAT0872,1051.08,694.75,200,true
PROD00375,SKU-343357,Deluxe Drill,CAT0282,298.60,203.32,251,false
PROD00376,SKU-657153,Vintage Chair,CAT0114,845.63,381.00,417,true
PROD00377,SKU-539960,Modern Coffee Maker,CAT0031,780.61,502.96,147,true
PROD00378,SKU-866045,Limited Cookware Set,CAT0102,736.70,406.71,348,true
PROD00379,SKU-300953,Limited Vacuum,CAT0361,731.92,507.16,266,true
PROD00380,SKU-655935,Portable Guitar,CAT0226,181.93,83.87,412,true
PROD00381,SKU-352583,Modern Headphones,CAT0879,820.08,428.46,402,false
PROD00382,SKU-187395,Advanced Backpack,CAT0702,414.12,173.86,58,true
PROD00383,SKU-377560,Smart Monitor,CAT0242,107.79,64.72,305,true
PROD00384,SKU-619696,Limited Cookware Set,CAT0836,549.15,260.44,254,true
PROD00385,SKU-294872,Advanced Smartphone,CAT0199,372.52,214.95,246,true
PROD00386,SKU-751002,Vintage Tablet,CAT0467,707.69,456.57,149,true
PROD00387,SKU-149451,Portable Speaker,CAT0078,486.41,242.69,103,false
PROD00388,SKU-772576,Classic Tablet,CAT0577,790.80,348.36,215,true
PROD00389,SKU-993242,Compact Mixer,CAT0421,487.29,302.79,298,true
PROD00390,SKU-897422,Vintage Smartphone,CAT0526,371.00,209.68,144,true
PROD00391,SKU-540071,Essential Headphones,CAT0554,1049.66,614.14,252,true
PROD00392,SKU-988845,Premium Printer,CAT0979,1199.77,488.25,233,true
PROD00393,SKU-385510,Deluxe Backpack,CAT0020,724.38,452.20,459,true
PROD00394,SKU-950047,Portable Guitar,CAT0150,510.74,221.87,296,false
PROD00395,SKU-853561,Compact Jacket,CAT0564,632.61,372.75,372,true
PROD00396,SKU-582023,Advanced Backpack,CAT0789,17.49,11.31,1,true
PROD00397,SKU-745616,Compact Tablet,CAT0658,898.64,503.45,67,false
PROD00398,SKU-758021,Classic Desk,CAT0620,111.53,73.41,280,true
PROD00399,SKU-128530,Compact Vacuum,CAT0546,989.83,511.80,336,true
PROD00400,SKU-717837,Modern Smartphone,CAT0159,329.50,157.07,11,true
PROD00401,SKU-140797,Ultra Monitor,CAT0560,1039.79,652.21,303,true
PROD00402,SKU-647524,Advanced Camera,CAT0921,343.40,232.37,336,true
PROD00403,SKU-845576,Premium Headphones,CAT0879,954.20,638.38,451,true
PROD00404,SKU-343527,Rustic Cookware Set,CAT0799,1000.28,462.69,263,true
PROD00405,SKU-954878,Rustic Watch,CAT0724,662.18,343.67,95,true
PROD00406,SKU-768215,Essential Laptop,CAT0474,259.05,110.57,57,true
PROD00407,SKU-716302,Eco Guitar,CAT0576,760.51,462.69,402,true
PROD00408,SKU-245603,Compact Coffee Maker,CAT0973,1190.15,605.47,222,true
PROD00409,SKU-686266,Advanced Yoga Mat,CAT0998,454.33,239.24,43,true
PROD00410,SKU-566612,Classic Jacket,CAT0463,469.38,303.36,194,true
PROD00411,SKU-513555,Portable Coffee Maker,CAT0012,183.39,108.72,269,true
PROD00412,SKU-138664,Rustic Backpack,CAT0549,576.48,331.68,149,true
PROD00413,SKU-748660,Wireless Drill,CAT0653,890.19,550.47,88,true
PROD00414,SKU-116104,Advanced Vacuum,CAT0752,1111.68,634.00,353,false
PROD00415,SKU-231453,Smart Tablet,CAT0287,1094.85,477.30,450,true
PROD00416,SKU-394525,Smart Laptop,CAT0795,1100.20,649.87,98,true
PROD00417,SKU-168228,Eco Router,CAT0232,454.21,286.14,136,true
PROD00418,SKU-390733,Essential Cookware Set,CAT0321,868.01,440.56,438,true
PROD00419,SKU-597004,Modern Monitor,CAT0701,160.75,86.04,264,true
PROD00420,SKU-491102,Deluxe Backpack,CAT0005,240.94,121.88,189,false
PROD00421,SKU-332898,Advanced Sneakers,CAT0552,665.15,380.61,116,true
PROD00422,SKU-177673,Vintage Chair,CAT0087,1118.81,725.26,288,true
PROD00423,SKU-880756,Premium Yoga Mat,CAT0796,458.95,317.28,168,true
PROD00424,SKU-684677,Vintage Blender,CAT0309,584.44,264.58,345,true
PROD00425,SKU-767880,Modern Guitar,CAT0310,318.15,173.51,379,true
PROD00426,SKU-738098,Essential Jacket,CAT0656,660.95,357.05,348,true
PROD00427,SKU-981169,Wireless Camera,CAT0961,1150.01,595.76,439,true
PROD00428,SKU-885687,Compact Chair,CAT0425,1164.75,686.67,325,true
PROD00429,SKU-593295,Compact Vacuum,CAT0452,877.69,535.73,48,true
PROD00430,SKU-895728,Compact Printer,CAT0695,1153.32,643.65,445,true
PROD00431,SKU-509442,Classic Chair,CAT0806,16.19,10.79,159,true
PROD00432,SKU-631172,Modern Treadmill,CAT0235,673.10,333.38,49,true
PROD00433,SKU-924025,Limited Yoga Mat,CAT0638,689.82,373.54,21,true
PROD00434,SKU-533160,Rustic Jacket,CAT0194,1166.66,800.39,156,true
PROD00435,SKU-417201,Premium Guitar,CAT0913,598.21,375.64,373,true
PROD00436,SKU-338518,Vintage Jacket,CAT0377,29.51,14.75,307,true
PROD00437,SKU-805531,Premium Cookware Set,CAT0782,840.03,409.67,178,true
PROD00438,SKU-972728,Compact Guitar,CAT0011,321.87,215.19,205,false
PROD00439,SKU-861399,Compact Camera,CAT0688,464.25,306.75,408,true
PROD00440,SKU-631524,Classic Chair,CAT0014,484.84,255.30,366,true
PROD00441,SKU-317154,Deluxe Yoga Mat,CAT0420,85.53,46.13,248,true
PROD00442,SKU-395106,Vintage Mixer,CAT0124,17.42,8.64,445,true
PROD00443,SKU-822140,Deluxe Backpack,CAT0630,974.26,627.68,391,true
PROD00444,SKU-996564,Ultra Smartphone,CAT0537,38.02,25.58,6,false
PROD00445,SKU-302106,Advanced Coffee Maker,CAT0098,998.08,531.56,78,true
PROD00446,SKU-643008,Portable Camera,CAT0638,83.85,47.64,32,true
PROD00447,SKU-847921,Vintage Camera,CAT0362,1065.91,647.33,451,true
PROD00448,SKU-966556,Modern Blender,CAT0971,60.60,40.45,342,true
PROD00449,SKU-143360,Ultra Monitor,CAT0873,224.47,124.91,205,true
PROD00450,SKU-705529,Wireless Coffee Maker,CAT0960,1094.01,582.50,477,true
PROD00451,SKU-716128,Rustic Camera,CAT0423,1183.01,611.55,417,true
PROD00452,SKU-333240,Advanced Blender,CAT0706,127.75,64.36,341,true
PROD00453,SKU-110503,Vintage Headphones,CAT0166,777.71,504.54,367,true
PROD00454,SKU-977617,Smart Backpack,CAT0193,1141.35,457.32,405,true
PROD00455,SKU-325686,Essential Drill,CAT0535,894.62,578.16,282,true
PROD00456,SKU-991967,Wireless Guitar,CAT0706,1116.45,686.84,344,true
PROD00457,SKU-786036,Essential Printer,CAT0311,127.62,67.75,43,true
PROD00458,SKU-680037,Rustic Jacket,CAT0685,336.06,161.80,136,false
PROD00459,SKU-845176,Premium Mixer,CAT0406,639.11,445.00,72,true
PROD00460,SKU-689771,Portable Blender,CAT0789,645.27,449.64,168,true
PROD00461,SKU-223819,Advanced Coffee Maker,CAT0246,299.82,182.75,330,true
PROD00462,SKU-667028,Modern Router,CAT0606,271.25,184.61,356,true
PROD00463,SKU-624386,Wireless Tablet,CAT0748,409.52,213.02,342,true
PROD00464,SKU-428276,Compact Router,CAT0683,491.87,322.70,124,true
PROD00465,SKU-107161,Vintage Monitor,CAT0089,822.89,518.61,219,true
PROD00466,SKU-454586,Rustic Treadmill,CAT0594,287.39,164.20,401,true
PROD00467,SKU-550748,Compact Coffee Maker,CAT0066,78.02,31.41,139,true
PROD00468,SKU-557403,Premium Blender,CAT0332,663.37,455.73,91,false
PROD00469,SKU-689410,Vintage Yoga Mat,CAT0011,704.64,396.51,410,true
PROD00470,SKU-528048,Limited Jacket,CAT0111,860.07,393.52,471,true
PROD00471,SKU-412681,Advanced Camera,CAT0153,835.61,361.35,434,true
PROD00472,SKU-903768,Premium Laptop,CAT0844,791.76,351.10,304,true
PROD00473,SKU-573540,Premium Guitar,CAT0893,1083.77,658.87,217,true
PROD00474,SKU-769989,Smart Watch,CAT0879,691.98,362.12,409,true
PROD00475,SKU-330499,Premium Mixer,CAT0443,727.67,306.98,409,true
PROD00476,SKU-884228,Deluxe Speaker,CAT0846,76.47,51.52,307,true
PROD00477,SKU-719590,Portable Jacket,CAT0117,1160.29,720.68,63,true
PROD00478,SKU-131236,Eco Chair,CAT0312,1073.93,630.45,32,true
PROD00479,SKU-962469,Vintage Speaker,CAT0999,764.34,478.60,477,true
PROD00480,SKU-102398,Limited Vacuum,CAT0719,1108.41,571.93,380,true
PROD00481,SKU-450001,Advanced Sneakers,CAT0662,449.37,270.32,256,true
PROD00482,SKU-524532,Smart Backpack,CAT0931,134.86,66.29,205,true
PROD00483,SKU-181931,Deluxe Jacket,CAT0435,1152.50,607.30,112,true
PROD00484,SKU-266116,Essential Drill,CAT0172,700.21,385.20,158,true
PROD00485,SKU-471771,Eco Desk,CAT0841,1145.49,563.13,316,true
PROD00486,SKU-207746,Vintage Speaker,CAT0624,1084.94,453.24,312,true
PROD00487,SKU-568349,Modern Desk,CAT0808,1090.83,448.28,98,true
PROD00488,SKU-516175,Limited Headphones,CAT0884,656.15,367.46,124,true
PROD00489,SKU-101678,Wireless Coffee Maker,CAT0355,767.34,387.18,254,true
PROD00490,SKU-636297,Smart Treadmill,CAT0848,988.21,448.16,21,false
PROD00491,SKU-385197,Essential Yoga Mat,CAT0634,187.59,81.52,94,true
PROD00492,SKU-230596,Limited Drill,CAT0728,212.72,109.74,264,true
PROD00493,SKU-292740,Essential Laptop,CAT0450,771.99,414.65,195,true
PROD00494,SKU-179601,Limited Monitor,CAT0278,790.10,548.27,35,true
PROD00495,SKU-362753,Limited Backpack,CAT0719,1008.74,571.99,272,true
PROD00496,SKU-580924,Eco Guitar,CAT0948,54.86,36.92,267,true
PROD00497,SKU-319427,Wireless Vacuum,CAT0775,696.22,375.94,270,true
PROD00498,SKU-590466,Rustic Drill,CAT0168,354.40,168.17,203,true
PROD00499,SKU-771130,Premium Smartphone,CAT0865,51.17,30.50,1,true
PROD00500,SKU-234498,Ultra Jacket,CAT0597,951.45,405.55,24,true
PROD00501,SKU-942801,Modern Guitar,CAT0170,195.02,125.85,24,true
PROD00502,SKU-546060,Eco Smartphone,CAT0957,213.59,90.96,184,true
PROD00503,SKU-357385,Ultra Speaker,CAT0257,1087.65,497.39,149,true
PROD00504,SKU-899800,Eco Sneakers,CAT0029,8.22,4.20,446,true
PROD00505,SKU-990243,Vintage Speaker,CAT0366,711.11,486.63,107,true
PROD00506,SKU-434639,Portable Monitor,CAT0436,112.24,71.78,489,true
PROD00507,SKU-287002,Wireless Cookware Set,CAT0946,160.54,81.40,180,true
PROD00508,SKU-631744,Deluxe Headphones,CAT0752,425.03,189.63,253,true
PROD00509,SKU-336959,Smart Jacket,CAT0229,108.30,60.11,483,true
PROD00510,SKU-370833,Wireless Monitor,CAT0934,1060.16,432.08,251,false
PROD00511,SKU-181713,Limited Cookware Set,CAT0467,105.17,58.80,85,true
PROD00512,SKU-337337,Smart Camera,CAT0741,292.32,163.93,458,true
PROD00513,SKU-633173,Vintage Monitor,CAT0035,202.48,119.67,169,true
PROD00514,SKU-532806,Eco Backpack,CAT0745,398.33,168.81,117,true
PROD00515,SKU-231027,Compact Headphones,CAT0015,117.70,47.35,407,true
PROD00516,SKU-221588,Deluxe Monitor,CAT0632,378.01,258.95,210,true
PROD00517,SKU-446797,Eco Speaker,CAT0507,221.80,143.19,179,true
PROD00518,SKU-271547,Classic Drill,CAT0033,1102.78,655.77,93,true
PROD00519,SKU-486591,Wireless Headphones,CAT0715,818.46,420.57,429,true
PROD00520,SKU-943204,Vintage Vacuum,CAT0474,560.44,229.90,3,true
PROD00521,SKU-837323,Essential Guitar,CAT0948,922.04,560.09,446,true
PROD00522,SKU-403608,Limited Mixer,CAT0094,280.75,147.33,329,true
PROD00523,SKU-205311,Deluxe Guitar,CAT0774,636.67,386.83,145,true
PROD00524,SKU-114557,Limited Camera,CAT0123,359.46,226.44,423,true
PROD00525,SKU-506501,Wireless Smartphone,CAT0212,1128.84,727.40,36,true
PROD00526,SKU-765088,Compact Vacuum,CAT0382,761.44,507.67,32,true
PROD00527,SKU-547218,Portable Smartphone,CAT0421,561.40,299.43,93,true
PROD00528,SKU-200647,Advanced Printer,CAT0280,329.44,225.63,229,true
PROD00529,SKU-843172,Essential Mixer,CAT0802,1066.21,506.30,104,true
PROD00530,SKU-186709,Compact Monitor,CAT0117,399.29,259.57,18,true
PROD00531,SKU-409744,Deluxe Camera,CAT0593,919.98,562.37,273,true
PROD00532,SKU-152392,Advanced Camera,CAT0752,687.79,322.64,161,true
PROD00533,SKU-696751,Deluxe Watch,CAT0264,1125.15,704.69,205,true
PROD00534,SKU-696035,Portable Laptop,CAT0311,1104.94,553.65,277,false
PROD00535,SKU-868519,Eco Guitar,CAT0077,991.26,536.63,278,true
PROD00536,SKU-257781,Rustic Watch,CAT0807,732.03,510.35,149,true
PROD00537,SKU-358315,Advanced Camera,CAT0823,368.37,182.84,47,true
PROD00538,SKU-879285,Eco Yoga Mat,CAT0583,622.29,300.07,375,true
PROD00539,SKU-380948,Limited Cookware Set,CAT0424,200.50,88.32,141,true
PROD00540,SKU-892611,Rustic Yoga Mat,CAT0776,5.36,2.77,486,true
PROD00541,SKU-114113,Advanced Watch,CAT0582,932.07,552.57,412,true
PROD00542,SKU-941566,Limited Headphones,CAT0862,834.23,517.24,437,true
PROD00543,SKU-892867,Wireless Watch,CAT0772,667.96,393.62,404,true
PROD00544,SKU-293509,Advanced Cookware Set,CAT0354,406.99,170.91,270,true
PROD00545,SKU-573466,Advanced Guitar,CAT0047,1013.20,527.60,168,true
PROD00546,SKU-314896,Classic Guitar,CAT0965,723.69,304.11,304,true
PROD00547,SKU-707928,Essential Mixer,CAT0253,1104.69,748.23,232,true
PROD00548,SKU-872474,Rustic Laptop,CAT0719,62.37,34.88,343,false
PROD00549,SKU-272596,Limited Backpack,CAT0593,1154.05,524.66,494,true
PROD00550,SKU-753372,Compact Router,CAT0123,192.53,123.38,242,true
PROD00551,SKU-553083,Vintage Coffee Maker,CAT0680,136.93,85.75,22,true
PROD00552,SKU-428345,Compact Jacket,CAT0163,237.57,158.53,500,true
PROD00553,SKU-108654,Essential Vacuum,CAT0565,468.16,273.19,387,true
PROD00554,SKU-507073,Premium Desk,CAT0930,1176.11,601.37,252,true
PROD00555,SKU-887583,Rustic Drill,CAT0301,454.95,211.71,228,true
PROD00556,SKU-206258,Essential Jacket,CAT0763,346.75,174.75,107,true
PROD00557,SKU-258693,Advanced Headphones,CAT0741,375.15,247.37,274,true
PROD00558,SKU-436806,Vintage Vacuum,CAT0257,351.00,155.80,292,true
PROD00559,SKU-790748,Limited Tablet,CAT0602,749.57,394.42,305,false
PROD00560,SKU-452397,Deluxe Yoga Mat,CAT0951,470.32,279.76,350,true
PROD00561,SKU-366620,Modern Yoga Mat,CAT0652,321.11,148.19,175,true
PROD00562,SKU-873807,Premium Guitar,CAT0124,753.22,506.01,178,true
PROD00563,SKU-394900,Advanced Router,CAT0444,1120.18,712.53,204,true
PROD00564,SKU-558898,Deluxe Smartphone,CAT0787,737.73,498.11,171,true
PROD00565,SKU-420618,Wireless Chair,CAT0447,490.57,249.18,18,true
PROD00566,SKU-971614,Rustic Drill,CAT0673,235.39,144.27,302,true
PROD00567,SKU-875699,Ultra Vacuum,CAT0527,841.51,406.11,254,true
PROD00568,SKU-920025,Ultra Router,CAT0135,362.90,168.62,66,true
PROD00569,SKU-754751,Compact Monitor,CAT0829,588.98,361.63,50,true
PROD00570,SKU-470976,Advanced Treadmill,CAT0712,1102.96,565.66,144,true
PROD00571,SKU-450676,Vintage Headphones,CAT0599,304.72,146.01,263,true
PROD00572,SKU-590886,Rustic Watch,CAT0343,959.04,483.16,392,true
PROD00573,SKU-498552,Essential Guitar,CAT0387,498.98,284.79,173,true
PROD00574,SKU-580690,Deluxe Chair,CAT0286,901.29,592.54,309,true
PROD00575,SKU-681639,Advanced Vacuum,CAT0513,482.57,314.16,83,true
PROD00576,SKU-321041,Deluxe Camera,CAT0402,318.61,204.31,329,true
PROD00577,SKU-526087,Smart Yoga Mat,CAT0238,186.57,127.36,424,true
PROD00578,SKU-320356,Deluxe Chair,CAT0033,556.36,237.23,28,true
PROD00579,SKU-954005,Ultra Camera,CAT0159,70.01,48.73,362,true
PROD00580,SKU-230427,Modern Router,CAT0779,26.83,13.31,81,true
PROD00581,SKU-355730,Classic Blender,CAT0408,1105.43,485.87,471,true
PROD00582,SKU-719979,Essential Coffee Maker,CAT0561,677.60,415.00,10,true
PROD00583,SKU-418169,Eco Cookware Set,CAT0790,457.67,223.63,500,true
PROD00584,SKU-991651,Portable Router,CAT0776,13.09,5.74,409,true
PROD00585,SKU-901777,Ultra Jacket,CAT0442,379.32,209.19,421,true
PROD00586,SKU-897793,Limited Drill,CAT0761,429.97,183.50,342,true
PROD00587,SKU-202630,Premium Blender,CAT0094,601.54,314.97,46,true
PROD00588,SKU-939733,Advanced Drill,CAT0659,1098.56,724.30,238,true
PROD00589,SKU-663568,Deluxe Tablet,CAT0554,74.48,40.81,287,true
PROD00590,SKU-798393,Deluxe Sneakers,CAT0486,696.13,449.79,22,true
PROD00591,SKU-728480,Smart Vacuum,CAT0505,751.55,458.93,121,false
PROD00592,SKU-234759,Premium Smartphone,CAT0705,751.92,514.95,25,true
PROD00593,SKU-214430,Compact Jacket,CAT0861,62.50,43.33,29,true
PROD00594,SKU-162103,Premium Chair,CAT0953,384.11,203.74,152,true
PROD00595,SKU-999538,Rustic Router,CAT0209,226.39,123.04,217,false
PROD00596,SKU-419937,Rustic Tablet,CAT0325,1174.22,689.45,89,true
PROD00597,SKU-721708,Advanced Desk,CAT0004,699.54,350.21,483,true
PROD00598,SKU-243157,Premium Laptop,CAT0359,353.83,185.10,122,true
PROD00599,SKU-797514,Compact Jacket,CAT0253,1075.94,744.20,203,false
PROD00600,SKU-374547,Portable Mixer,CAT0038,573.52,397.18,397,true
PROD00601,SKU-387266,Eco Coffee Maker,CAT0621,770.81,395.54,470,true
PROD00602,SKU-833699,Rustic Coffee Maker,CAT0057,978.40,489.64,187,true
PROD00603,SKU-871950,Eco Coffee Maker,CAT0352,495.24,232.67,329,true
PROD00604,SKU-444491,Compact Yoga Mat,CAT0689,252.34,122.93,349,true
PROD00605,SKU-467722,Limited Chair,CAT0409,640.54,284.92,109,false
PROD00606,SKU-338997,Essential Monitor,CAT0276,343.79,233.70,269,true
PROD00607,SKU-840941,Smart Camera,CAT0200,30.29,15.58,430,false
PROD00608,SKU-141767,Eco Chair,CAT0690,110.49,69.60,435,true
PROD00609,SKU-948878,Rustic Sneakers,CAT0806,235.99,97.43,184,true
PROD00610,SKU-421589,Advanced Desk,CAT0498,24.03,9.91,256,true
PROD00611,SKU-675589,Ultra Camera,CAT0536,1061.69,595.05,42,true
PROD00612,SKU-112030,Classic Sneakers,CAT0474,649.52,414.53,444,true
PROD00613,SKU-465457,Classic Chair,CAT0167,945.69,455.62,415,false
PROD00614,SKU-723849,Deluxe Speaker,CAT0296,901.68,498.79,94,true
PROD00615,SKU-935472,Classic Yoga Mat,CAT0026,338.81,183.65,27,true
PROD00616,SKU-849689,Compact Headphones,CAT0546,659.83,322.25,41,true
PROD00617,SKU-131838,Classic Printer,CAT0208,592.38,388.07,153,true
PROD00618,SKU-376789,Premium Backpack,CAT0310,781.17,461.45,336,true
PROD00619,SKU-891563,Ultra Cookware Set,CAT0005,1038.50,456.32,228,true
PROD00620,SKU-612709,Eco Speaker,CAT0608,833.83,454.04,99,true
PROD00621,SKU-673368,Vintage Blender,CAT0846,190.85,107.64,109,true
PROD00622,SKU-637352,Modern Treadmill,CAT0795,774.59,374.21,452,false
PROD00623,SKU-995371,Vintage Sneakers,CAT0511,1078.71,582.90,216,true
PROD00624,SKU-849734,Vintage Vacuum,CAT0033,662.52,391.72,472,true
PROD00625,SKU-521284,Portable Guitar,CAT0645,686.43,478.43,28,true
PROD00626,SKU-271599,Advanced Laptop,CAT0787,205.11,113.56,411,true
PROD00627,SKU-736355,Vintage Mixer,CAT0917,652.16,438.42,65,true
PROD00628,SKU-131208,Compact Router,CAT0713,360.39,230.33,265,true
PROD00629,SKU-202973,Essential Camera,CAT0303,25.20,15.51,209,true
PROD00630,SKU-270290,Portable Camera,CAT0724,1160.19,726.61,306,true
PROD00631,SKU-960819,Limited Yoga Mat,CAT0848,172.02,104.86,93,true
PROD00632,SKU-576321,Deluxe Router,CAT0672,573.79,265.66,197,true
PROD00633,SKU-651219,Limited Sneakers,CAT0015,1160.87,714.40,289,false
PROD00634,SKU-771580,Smart Tablet,CAT0382,802.48,490.25,434,true
PROD00635,SKU-152093,Classic Backpack,CAT0479,107.54,53.59,290,true
PROD00636,SKU-911064,Advanced Cookware Set,CAT0261,955.33,569.31,452,true
PROD00637,SKU-895464,Eco Desk,CAT0693,691.36,432.48,135,true
PROD00638,SKU-551701,Compact Smartphone,CAT0654,816.06,568.55,238,true
PROD00639,SKU-627881,Wireless Cookware Set,CAT0318,425.09,257.42,49,true
PROD00640,SKU-742316,Modern Guitar,CAT0978,185.11,100.26,468,true
PROD00641,SKU-875333,Essential Sneakers,CAT0031,141.20,60.29,122,true
PROD00642,SKU-693520,Limited Vacuum,CAT0775,1035.86,531.51,106,true
PROD00643,SKU-661176,Premium Vacuum,CAT0877,857.39,545.27,162,true
PROD00644,SKU-712395,Essential Backpack,CAT0028,959.39,623.31,171,true
PROD00645,SKU-926538,Smart Desk,CAT0014,48.07,31.71,189,true
PROD00646,SKU-305275,Deluxe Monitor,CAT0191,530.61,291.09,119,true
PROD00647,SKU-563020,Smart Mixer,CAT0329,314.87,157.39,337,true
PROD00648,SKU-607136,Portable Smartphone,CAT0056,1116.60,560.23,109,true
PROD00649,SKU-800025,Premium Backpack,CAT0436,859.87,517.43,258,true
PROD00650,SKU-292195,Portable Laptop,CAT0237,545.90,306.23,337,true
PROD00651,SKU-503590,Vintage Chair,CAT0416,999.84,686.64,32,true
PROD00652,SKU-248781,Smart Headphones,CAT0752,300.68,144.78,48,true
PROD00653,SKU-437973,Classic Monitor,CAT0912,468.75,212.86,430,false
PROD00654,SKU-648530,Vintage Coffee Maker,CAT0682,680.51,406.94,130,true
PROD00655,SKU-514757,Limited Mixer,CAT0745,602.35,337.16,242,true
PROD00656,SKU-717564,Portable Drill,CAT0191,1049.65,477.77,484,true
PROD00657,SKU-208720,Classic Jacket,CAT0479,631.90,354.69,350,true
PROD00658,SKU-379558,Modern Router,CAT0417,320.07,170.99,155,true
PROD00659,SKU-963709,Classic Yoga Mat,CAT0412,1196.69,603.96,25,false
PROD00660,SKU-432858,Advanced Mixer,CAT0725,311.17,126.92,323,true
PROD00661,SKU-173760,Limited Camera,CAT0344,963.29,671.44,298,true
PROD00662,SKU-942334,Deluxe Yoga Mat,CAT0401,743.46,362.57,316,true
PROD00663,SKU-819273,Smart Mixer,CAT0933,1160.47,616.32,215,true
PROD00664,SKU-981833,Portable Cookware Set,CAT0209,1010.82,502.14,29,true
PROD00665,SKU-455241,Ultra Backpack,CAT0819,1008.66,582.16,343,true
PROD00666,SKU-638282,Compact Backpack,CAT0561,916.02,603.20,114,true
PROD00667,SKU-490549,Eco Headphones,CAT0932,708.28,350.52,461,true
PROD00668,SKU-640369,Smart Blender,CAT0753,194.30,134.81,90,true
PROD00669,SKU-230700,Deluxe Backpack,CAT0846,574.80,382.52,437,false
PROD00670,SKU-479900,Modern Monitor,CAT0178,296.14,139.67,399,true
PROD00671,SKU-843610,Ultra Cookware Set,CAT0703,877.84,352.74,17,true
PROD00672,SKU-251770,Rustic Speaker,CAT0565,153.37,101.88,307,true
PROD00673,SKU-971785,Smart Printer,CAT0351,685.21,440.52,305,true
PROD00674,SKU-388565,Essential Guitar,CAT0720,559.97,227.57,485,true
PROD00675,SKU-968804,Rustic Yoga Mat,CAT0495,674.78,423.55,274,true
PROD00676,SKU-318274,Smart Backpack,CAT0237,1007.11,654.09,115,true
PROD00677,SKU-490391,Limited Jacket,CAT0727,78.50,39.88,283,false
PROD00678,SKU-758636,Advanced Mixer,CAT0678,96.31,45.50,293,true
PROD00679,SKU-297236,Essential Yoga Mat,CAT0997,108.63,62.85,93,true
PROD00680,SKU-218878,Ultra Smartphone,CAT0875,354.20,217.25,187,true
PROD00681,SKU-637314,Eco Mixer,CAT0567,409.60,195.13,217,true
PROD00682,SKU-329592,Classic Blender,CAT0378,611.42,293.84,250,true
PROD00683,SKU-863414,Deluxe Guitar,CAT0536,29.70,12.13,336,true
PROD00684,SKU-928017,Classic Blender,CAT0028,30.72,14.78,344,true
PROD00685,SKU-534484,Wireless Mixer,CAT0472,868.82,449.78,344,false
PROD00686,SKU-927991,Modern Sneakers,CAT0464,417.71,261.24,274,true
PROD00687,SKU-721040,Classic Guitar,CAT0540,1128.45,691.93,127,true
PROD00688,SKU-133081,Portable Desk,CAT0363,930.15,520.08,352,true
PROD00689,SKU-498851,Premium Drill,CAT0781,1187.29,587.80,372,true
PROD00690,SKU-430707,Limited Tablet,CAT0034,508.63,265.85,80,true
PROD00691,SKU-649783,Deluxe Treadmill,CAT0429,784.52,480.69,260,true
PROD00692,SKU-596394,Smart Mixer,CAT0438,871.66,543.45,46,true
PROD00693,SKU-483282,Ultra Drill,CAT0030,542.11,276.03,45,true
PROD00694,SKU-152590,Ultra Desk,CAT0698,1071.69,662.84,329,true
PROD00695,SKU-146164,Wireless Vacuum,CAT0879,517.01,345.66,240,true
PROD00696,SKU-422171,Compact Desk,CAT0242,552.49,347.23,381,true
PROD00697,SKU-673687,Compact Headphones,CAT0957,282.26,132.29,35,true
PROD00698,SKU-950875,Smart Coffee Maker,CAT0402,166.83,79.13,358,true
PROD00699,SKU-808666,Wireless Desk,CAT0463,421.04,250.64,148,true
